75,6;11;1522,5;277,0000;959,0000;2.194.864,0754;1.130.736,9743;2.356.415,3710;28,73;-637.505,6244;-244.349,6480;1.403.515,9319;461.449,2026;188.505,7821;1.918.051,0261;1.184.533,8816;2.415.597,8725;1.181.504,1798;1.451.253,0415;0,70;0,57;989.598,5029;-577.183,3841;-22.253,2207;-349.050,5203;1.474.926,5767;1.093.175,2122;172,71;-536.747,8601;816.666,7640;387.376,7034;-608.340,5154;912.198,1725;427.982,1074;211,60;116,46;322.858,5793;131.289,5584;169.651,4854;-81.671,4524
75,65;11;1523,5;28,0000;107,0000;2.408.172,9585;1.730.363,4287;-194.483,6330;18,45;923.213,7531;481.786,9376;48.501,0296;383.911,4430;523.461,6659;-356.402,5070;-381.799,0813;-954.957,7185;937.943,8208;1.422.261,5533;0,46;0,94;1.914.758,3127;-427.170,9708;1.752.339,4525;-468.095,2092;1.091.839,1064;184.041,1127;40,88;880.691,0389;932.431,8731;1.773.329,6720;-886.227,1532;-635.205,1786;-911.954,8039;158,37;339,70;1.439.994,9205;-144.752,0875;1.830.780,3813;1.225.308,6167
75,7;11;1524,5;315,0000;2.921,0000;920.416,6821;1.087.876,6160;1.501.806,5342;354,23;1.381.276,4210;748.378,9717;1.041.201,1514;1.475.519,4467;1.032.345,4070;-770.068,4788;-82.121,1184;2.434.737,2756;-920.195,3281;436.118,1835;0,72;0,76;-818.146,2078;1.110.989,9753;850.131,2893;-788.102,4352;-170.161,4553;-617.462,5975;318,01;1.391.166,2246;136.005,9348;2.247.220,7086;47.401,6354;-958.388,8410;718.268,6969;72,13;117,16;-153.258,4645;2.330.259,6319;1.562.790,9929;-771.329,9620
75,75;11;1525,5;158,0000;7.060,0000;2.460.093,8956;731.631,8186;1.079.000,5104;349,32;782.531,6272;156.424,3530;-432.973,2566;-236.334,2207;795.235,7030;2.298.671,4053;-593.354,4107;1.492.577,8004;414.969,7955;1.665.055,8229;0,32;0,79;-366.420,9884;265.025,4252;-870.542,3437;44.057,4535;329.996,6051;-561.948,5076;0,05;447.100,3509;754.119,3659;-869.018,4349;-699.300,0958;2.200.256,4450;1.831.001,6335;312,87;226,79;2.463.803,8229;2.826,9868;45.647,9633;-758.754,0304
75,8;11;1526,5;180,0000;5.634,0000;-638.081,9206;2.009.800,7207;2.284.648,7482;47,85;249.502,4486;390.314,4064;186.532,9686;996.487,8786;332.524,3899;-354.838,9014;1.474.307,4539;1.621.074,4754;99.007,1628;550.108,6304;0,46;0,09;816.718,6289;-92.772,3364;1.382.032,1671;1.598.505,8443;584.736,8650;347.921,0056;17,50;984.964,7541;-748.804,1307;-612.734,0189;491.182,0454;325.542,5173;679.285,6643;219,22;320,89;2.251.364,7383;331.904,6976;563.901,3455;-569.854,6422
75,85;11;1527,5;52,0000;7.493,0000;791.284,4479;886.299,5307;687.450,9489;127,47;-897.505,7036;2.108.729,9423;-900.262,4398;2.299.801,7746;-717.568,1216;-507.032,3279;1.857.563,7492;747.999,1693;2.466.875,2056;188.364,6154;0,86;0,17;1.193.200,1298;207.686,9682;1.396.654,6612;-328.601,0979;-111.955,0641;625.692,3786;299,77;84.493,4501;-117.723,6917;64.428,4789;-902.897,3306;-166.315,5078;1.918.442,1206;126,11;325,81;-86.322,6892;-363.098,6689;1.030.258,6261;470.212,9660
75,9;11;1528,5;188,0000;3.372,0000;-108.985,9372;2.079.078,8878;-136.484,7883;90,04;1.523.682,9257;2.186.069,9712;1.347.024,3509;-746.159,4023;2.211.985,1188;458.591,5213;2.185.828,3612;1.872.642,9901;-904.789,6385;-189.050,3357;0,49;0,39;703.221,7344;2.499.437,2627;615.128,3941;2.394.250,0277;939.402,0067;-143.951,8247;94,01;-453.193,3253;-87.615,3018;1.696.699,1181;393.287,5320;-575.796,9763;-421.791,4145;41,81;78,34;2.376.065,7404;465.070,0859;2.120.833,7024;36.608,1461
75,95;11;1529,5;334,0000;4.587,0000;-958.361,9889;374.212,4176;1.706.253,5830;293,65;1.240.849,7659;2.376.715,4421;-241.106,9565;2.079.489,9770;2.454.152,1351;399.333,2456;2.218.766,6554;2.191.556,7689;1.002.387,6567;-200.366,9019;0,88;0,41;2.042.414,6612;1.279.644,0712;2.233.382,1723;-454.095,2470;596.138,1141;-736.522,3196;8,25;-299.150,4378;23.684,8941;2.464.997,4344;1.706.329,3190;636.821,9216;1.625.643,3605;233,52;338,69;2.479.511,7735;1.873.145,1498;-141.006,1770;269.356,1650
76;11;1530,5;299,0000;241,0000;547.386,6902;307.866,1654;1.525.907,6505;328,24;1.185.738,9842;779.974,3376;-532.013,4769;146.387,0202;1.651.529,3887;-605.616,0124;1.881.973,7822;385.329,6534;-233.408,1965;1.726.530,1726;0,20;0,77;-640.395,8900;-73.806,7519;-571.839,2990;277.228,0205;258.075,7487;-539.644,0841;162,96;2.214.192,5422;1.639.334,4884;561.671,1821;1.605.949,3328;1.787.863,5492;268.387,3535;39,35;280,78;-554.955,4926;-880.976,3078;2.097.503,3099;-683.469,0931
76,05;11;1531,5;28,0000;5.902,0000;311.485,5393;-758.973,4760;1.058.441,0658;167,04;488.312,5327;1.033.468,2375;2.179.477,6841;2.139.524,9405;2.000.743,6448;-364.685,6939;1.953.474,7304;824.271,4314;-892.602,4668;589.160,3550;0,64;0,05;183.438,9490;-482.894,4300;2.091.689,1766;1.986.102,3433;1.378,9905;995.957,2501;202,61;627.288,5945;780.828,9477;1.747.556,9485;1.086.360,5506;-234.277,1107;311.713,3023;87,04;267,68;1.125.425,0459;2.128.339,2004;1.561.950,5161;1.865.134,0348
76,1;11;1532,5;214,0000;4.732,0000;2.296.069,8318;949.478,3392;67.923,2029;95,44;222.831,1195;-666.874,2598;243.563,3193;-274.805,8460;1.328.558,6702;1.530.355,7928;-580.674,1450;-722.294,3730;655.447,3133;-881.429,5678;0,50;0,93;-501.937,2454;909.033,1411;-960.149,9137;1.004.281,9318;2.417.779,7831;15.232,0350;132,44;-328.470,8721;11.521,4540;-209.296,2953;1.922.007,9350;954.854,4787;1.975.885,3476;228,19;145,67;1.815.594,4915;2.415.693,6851;2.120.225,9454;-916.361,5427
76,15;11;1533,5;226,0000;62,0000;-263.540,5781;-408.642,9535;1.366.046,0856;301,47;1.257.495,1420;-742.764,1195;1.089.260,4914;1.258.849,8230;-984.863,8918;959.711,0604;1.360.906,4946;920.487,6374;1.237.749,0358;-686.771,1159;0,70;0,48;1.713.166,7618;-298.560,3431;-989.783,5395;-90.913,8849;2.380.136,0014;1.661.615,1073;288,90;794.604,3444;1.621.715,2544;-387.190,9344;101.397,5461;615.638,2681;-36.480,1532;177,56;124,36;-285.719,1825;1.728.967,1472;1.765.822,6666;531.824,7263
76,2;11;1534,5;167,0000;4.728,0000;39.149,9019;-632.090,3866;2.273.680,5809;69,09;2.285.949,7778;265.464,8274;1.400.721,6463;2.348.295,6679;1.181.684,6072;2.145.015,3659;152.398,2003;221.377,4714;445.016,4468;-786.862,7440;0,10;0,75;311.526,1999;1.348.775,6643;-770.800,1731;2.231.185,6140;-151.664,8869;2.431.896,8337;108,08;-173.602,9847;-357.628,0058;605.992,8518;-816.413,5923;2.235.145,3120;896.966,5110;311,58;171,41;614.250,0579;1.789.044,5348;976.125,7733;1.115.955,7161
76,25;11;1535,5;265,0000;178,0000;879.649,0101;1.433.839,7021;2.463.073,3895;135,62;-79.126,8207;2.219.804,7945;1.117.046,5819;628.324,0523;347.311,0409;2.335.573,8610;481.091,9424;2.096.340,2804;2.444.001,9220;1.857.027,0919;0,54;0,46;283.620,8548;48.320,4915;1.760.742,6770;1.933.824,1326;-623.006,3273;-831.932,9322;40,20;-842.180,4434;2.288.646,6542;1.427.344,5188;1.425.462,8858;114.879,8534;-459.852,1458;352,82;278,64;936.404,3971;-983.553,2302;-253.726,4130;542.585,1268
76,3;11;1536,5;7,0000;6.026,0000;-108.487,7876;1.732.041,4805;960.967,7137;218,21;1.275.035,6741;525.829,5715;-646.290,0691;-823.858,2915;847.195,6142;130.436,1075;-679.670,9214;2.024.528,2662;2.436.903,5788;-495.741,6861;0,91;0,68;1.554.233,4805;405.167,4939;-44.563,3544;1.294.065,4003;26.636,3882;259.376,7954;10,46;1.653.478,5377;1.920.831,2938;1.807.006,6177;1.995.193,0314;-675.855,6996;-443.360,7858;356,75;233,98;1.321.351,8542;1.333.394,5603;2.266.425,6534;1.237.413,7487
76,35;11;1537,5;300,0000;408,0000;796.646,2106;2.393.578,2130;2.194.720,0949;131,66;1.396.336,3832;-922.831,5043;-201.186,7428;334.423,3911;-70.513,0321;-493.621,2013;441.248,7551;140.970,6338;307.547,6921;1.269.357,6172;0,38;0,05;1.061.831,5699;-525.480,9103;1.841.800,9395;-931.239,2823;2.174.118,8589;1.687.960,6341;307,12;548.726,7397;-461.023,8631;287.348,0933;552.436,8679;672.547,4184;1.318.090,1770;315,04;208,71;1.226.816,8278;689.911,9693;2.368.108,3953;1.197.083,3838
76,4;11;1538,5;55,0000;4.097,0000;576.616,6851;2.214.691,3903;1.207.796,9947;313,51;2.384.264,5063;468.075,4166;984.567,1730;351.451,5306;571.331,1291;547.478,3005;-638.137,5641;-727.950,6083;634.701,9260;-512.156,9611;0,71;0,62;52.874,1901;2.330.606,1979;1.510.583,9641;-101.498,6081;1.861.814,4968;1.027.382,2469;142,02;1.102.053,3357;1.383.042,8731;1.578.668,8799;-360.042,1289;320.384,0722;1.979.516,0672;83,98;34,77;2.285.430,4296;2.170.160,5343;2.482.964,1831;1.946.572,6483
76,45;11;1539,5;201,0000;6.770,0000;2.122.726,8577;-367.156,4014;13.861,8096;113,96;-5.833,8506;-852.009,0894;1.521.664,3357;1.892.316,2292;1.636.963,5555;545.423,3325;2.032.061,2632;1.462.338,4903;2.236.853,0157;375.398,6686;0,45;0,02;-24.711,1682;964.171,3123;265.181,9829;1.454.085,7830;1.519.817,2050;2.163.430,4759;343,96;-507.735,0358;236.595,1383;-281.037,6789;1.870.515,5515;-28.216,8735;-63.268,7605;325,98;148,55;-223.131,7942;1.798.445,1829;2.065.559,0904;1.266.143,6099
76,5;11;1540,5;161,0000;7.484,0000;-561.256,4587;-344.646,9499;422.402,2344;265,43;587.608,4868;674.350,6830;1.157.217,8469;991.293,6298;-67.264,4201;204.828,1782;2.383.967,8060;-281.671,1927;1.863.801,5708;214.287,3610;0,85;0,40;2.132.343,3951;-212.162,2513;1.759.071,6245;-437.436,5144;2.025.676,6030;1.204.950,4659;261,67;-429.911,8702;2.022.771,1326;-424.472,5337;492.779,3159;875.301,7601;1.593.149,6734;122,99;113,14;1.784.264,2234;857.415,8619;1.798.606,6961;2.391.454,8077
76,55;11;1541,5;337,0000;3.741,0000;1.469.347,6213;-775.990,1940;694.175,8261;304,81;2.401.462,2246;2.391.327,1936;-654.974,5755;1.231.105,8439;1.321.049,8705;1.254.918,0991;1.137.712,4163;5.313,5142;689.444,7631;-474.004,1259;0,05;0,16;1.558.323,3749;-373.364,6874;-209.791,3160;2.216.061,2177;-398.341,0889;-915.573,3223;185,19;2.497.116,0000;2.499.196,6566;154.597,4604;1.612.649,4877;1.285.359,8651;2.336.229,4290;138,10;181,70;1.776.565,7279;111.686,2398;943.032,6408;-367.025,2113
76,6;11;1542,5;303,0000;3.567,0000;1.710.415,3638;-786.075,7222;1.139.526,7624;80,14;1.363.027,4989;-430.687,8446;-678.864,5067;1.634.022,0776;1.286.429,0201;-270.052,2957;-393.743,9015;1.112.880,4296;-417.021,4481;227.379,6743;0,74;0,02;1.462.374,9063;-542.468,3819;1.086.103,5204;147.307,5159;862.551,2413;-264.992,2750;192,22;2.198.020,5981;2.195.494,5349;1.061.751,1092;155.639,1922;-268.545,0983;224.198,2526;241,44;94,41;1.821.969,2751;1.374.315,7717;-319.559,5905;1.403.428,9975
76,65;11;1543,5;109,0000;3.305,0000;1.367.957,9780;1.864.616,8361;1.628.163,4828;29,80;1.088.759,0811;1.665.457,2365;650.580,0664;526.906,5879;-541.218,0727;589.428,3552;1.717.687,2418;1.797.450,7155;-325.280,7103;-61.866,7297;0,41;0,35;50.562,9794;2.279.572,8513;-303.842,8721;2.365.826,7420;164.703,2299;918.876,6024;197,62;224.040,4493;1.503.210,0912;-615.569,7001;-284.425,6260;1.293.646,6848;2.245.214,8850;251,97;339,51;976.794,5861;1.505.703,6399;1.484.565,4460;2.474.886,3584
76,7;11;1544,5;187,0000;5.760,0000;1.695.896,7686;559.385,3192;-21.755,0310;185,57;-858.377,1584;565.873,9487;740.655,1696;1.928.611,0426;969.625,8311;319.516,0220;-709.254,6720;-251.412,2245;-586.553,9914;-70.632,1056;0,00;0,51;951.525,6476;136.473,8161;1.258.514,8319;399.243,2797;1.602.991,5273;-717.214,6339;259,25;-737.585,7997;2.197.083,2504;2.111.208,9225;1.051.623,0696;1.486.886,7678;1.349.682,1717;206,88;313,52;1.671.643,6373;-289.093,8021;1.105.336,9333;1.635.745,9678
76,75;11;1545,5;91,0000;6.774,0000;-346.442,6985;-850.360,6089;-782.285,9099;217,13;-275.820,9380;-658.377,5223;670.174,3573;1.270.246,6841;-48.262,1002;1.151.862,2181;1.695.954,5749;470.291,3132;779.239,3869;-142.723,1646;0,45;0,23;438.675,4429;-775.084,6751;-369.825,8012;2.288.557,7741;1.039.429,5523;2.386.280,7798;106,89;1.141.391,4642;-533.253,6153;86.876,6712;2.219.545,2233;1.486.025,7921;1.432.544,2235;355,46;318,80;392.471,9408;1.337.001,3233;1.633.939,7512;429.612,8904
76,8;11;1546,5;101,0000;4.116,0000;1.883.294,1547;-22.504,7334;328.608,2047;187,01;1.539.971,0350;1.251.343,2478;-609.379,0314;19.907,9091;370.266,8510;498.796,2628;1.440.239,3463;1.820.882,2502;-833.494,2995;1.747.174,1163;0,67;0,76;-604.596,0578;2.395.327,0864;286.591,8553;727.264,2419;2.286.257,2094;1.412.425,8740;113,67;487.906,8447;-211.723,9132;345.201,1728;210.242,3226;1.014.701,0310;1.081.714,8550;29,04;277,30;-704.663,8565;-153.948,4669;1.191.407,7302;1.579.816,9502
76,85;11;1547,5;261,0000;6.645,0000;1.353.621,9400;1.989.728,4649;-691.169,9770;221,91;1.990.349,9633;846.166,0241;-363.294,8232;1.680.069,4572;1.691.738,6098;-583.078,0272;1.270.876,0230;1.223.311,1335;1.278.396,2762;332.887,2622;0,10;0,18;1.408.392,7275;2.190.281,4113;433.553,3954;1.767.992,6302;978.486,1820;146.789,7373;156,29;848.992,3140;754.540,8841;70.350,8906;-846.796,1878;624.474,2436;200.489,8079;289,52;287,20;825.526,6809;1.533.770,1236;1.850.834,5817;2.460.481,6263
76,9;11;1548,5;182,0000;4.701,0000;266.597,6800;1.086.815,3604;1.721.201,8797;138,56;379.636,0015;1.190.683,2958;-818.771,7156;14.749,8406;1.123.809,2712;638.766,0608;-572.119,2488;466.803,7859;-930.288,1373;2.115.729,7415;0,92;0,77;-690.339,2717;1.336.810,2712;676.511,0716;1.367.296,3521;1.098.601,4741;2.206.324,8815;13,79;1.748.104,4079;60.244,3666;1.454.766,9577;78.730,9882;221.407,6286;1.025.564,5152;287,58;23,98;1.042.928,1575;1.734.500,3270;-73.455,0487;-315.200,9581
76,95;11;1549,5;19,0000;6.773,0000;-75.015,7114;332.741,0826;-640.382,0388;80,82;2.385.265,2211;1.401.069,9519;1.630.807,5816;374.220,5273;-460.333,5577;672.371,3623;-120.588,5133;1.947.614,5902;-212.580,5188;591.146,0731;0,28;0,04;163.351,1226;-954.139,0441;146.854,4344;-655.614,1144;1.462.368,5304;-1.513,3387;39,09;-523.297,0247;-771.281,6256;1.096.341,8139;2.482.214,5129;1.429.512,2848;-347.313,0330;76,01;117,44;95.079,2329;-254.596,9199;768.819,4451;958.623,6140
77;11;1550,5;314,0000;2.121,0000;1.190.737,8962;439.317,9047;-448.013,0470;118,85;-239.787,4665;-333.175,9835;-472.150,6830;2.318.107,2944;1.174.699,9678;1.007.948,6224;1.643.393,9390;1.966.576,4716;2.264.953,8856;2.365.577,6596;0,67;0,49;1.578.332,4779;175.027,6660;188.295,1610;-494.129,1362;1.631.825,8506;497.586,6990;314,98;1.300.581,0677;1.490.660,5453;-64.347,4936;-461.651,6740;2.427.547,9216;-692.217,6105;129,68;104,36;1.548.792,1092;714.797,2133;2.289.526,9512;-163.992,5100
77,05;11;1551,5;154,0000;6.953,0000;2.374.642,4475;2.042.708,9073;1.369.424,7615;321,66;638.709,1976;822.905,6134;1.971.694,0725;-70.242,6630;-496.554,0609;1.533.528,9817;-20.561,9793;-170.953,4029;-567.763,5220;-930.460,5711;0,21;0,50;-585.024,0179;-230.651,5459;216.930,4560;-612.985,5190;2.040.237,5091;-351.029,4466;56,59;1.759.230,4909;-514.701,8813;2.428.159,3096;-916.916,4637;-683.045,3792;2.487.912,5112;104,66;181,05;-316.029,2243;-362.533,1838;2.456.753,5820;284.394,4245
77,1;11;1552,5;165,0000;1.984,0000;-81.915,8284;-867.832,8525;2.014.928,2285;299,02;257.678,9639;2.183.094,0952;789.966,7387;170.192,7370;162.119,9240;-19.258,9669;-811.817,0499;871.902,0827;-782.934,0276;335.689,1434;0,72;0,02;2.164.436,0960;867.592,0343;-628.119,4101;824.282,2896;-64.544,0573;2.488.193,8887;333,11;812.544,5191;342.413,7218;-190.036,3692;2.038.859,3937;492.798,5139;1.212.440,0982;260,75;53,98;-916.319,3719;2.473.030,1809;406.430,0843;-568.559,0682
77,15;11;1553,5;111,0000;5.663,0000;2.053.203,9286;2.102.425,3290;416.917,6428;87,94;1.492.534,7733;2.249.308,2676;1.706.558,2600;2.139.631,8279;1.985.318,4363;1.838.954,1193;873.848,1515;2.203.418,6139;1.998.308,0447;252.001,1092;0,58;0,62;2.096.633,2047;-92.306,2600;705.112,8326;-679.287,5409;1.370.803,1743;1.903.595,4159;170,92;1.810.347,2218;-980.923,3642;1.486.570,0542;2.413.399,2958;725.606,9714;1.331.881,1581;114,32;32,34;664.956,1735;2.320.010,7705;815.122,5910;1.232.051,2034
77,2;11;1554,5;234,0000;7.201,0000;1.344.623,9040;464.437,0926;1.807.470,3716;302,45;692.151,3685;1.174.269,9542;1.265.225,0367;-997.079,2313;-718.711,0929;1.670.719,5849;2.093.704,1977;1.500.977,0738;-264.458,0041;1.346.556,9515;0,33;0,52;1.916.563,8788;-88.699,3261;-176.668,7479;2.162.984,5820;-666.403,3629;-157.190,8528;221,90;37.091,9987;575.189,1079;-257.204,0742;1.807.622,7104;2.320.003,5620;39.730,9724;163,25;311,31;2.342.168,6180;1.575.299,7435;1.278.069,4337;-84.093,5883
77,25;11;1555,5;28,0000;5.774,0000;972.338,3585;2.425.999,5122;2.311.460,9719;24,88;-71.982,2754;1.110.173,9366;1.999.845,1310;-546.643,1000;141.542,2381;1.616.678,0668;1.345.470,9921;1.518.982,4475;-397.764,8342;-851.456,9127;0,01;0,53;1.080.207,5122;-256.408,9567;565.330,3974;2.342.104,5014;51.925,6914;1.217.508,9877;233,50;1.185.810,6283;-993.145,2100;-440.896,8289;282.913,1548;514.820,4464;943.915,0199;235,36;167,18;299.896,2525;804.528,6751;130.019,5631;450.497,1688
77,3;11;1556,5;14,0000;6.406,0000;-777.924,0779;2.338.225,4840;-792.938,5283;204,47;2.382.756,4937;53.331,5463;571.374,5815;-730.465,2840;2.124.733,3422;-504.695,5107;499.196,9346;-743.837,5012;949.088,9975;1.058.111,8316;0,79;0,66;1.577.958,3810;1.680.650,5379;279.150,6449;1.911.702,0899;946.535,8089;1.528.941,5606;36,33;-118.954,7818;-905.018,0295;1.820.508,1705;1.733.825,4187;2.072.933,9823;520.791,1895;156,06;159,52;2.415.251,0335;1.595.736,7491;70.425,3290;-690.836,0809
77,35;11;1557,5;36,0000;3.063,0000;358.943,0393;-65.450,2793;2.250.516,8926;8,58;-215.599,5920;685.956,9951;296.159,4691;1.903.199,9280;635.501,2647;1.453.206,0321;503.288,6936;2.184.231,9125;1.704.960,9072;2.039.146,5782;0,01;0,32;-522.606,9634;-85.263,9518;1.443.527,7614;-695.971,4622;-914.157,1892;1.085.040,4900;15,71;-27.329,6881;820.366,4208;2.314.366,1369;1.257.923,5080;733.412,3884;-230.042,1484;75,44;151,36;-379.536,5211;-676.330,4962;941.068,1313;211.420,7796
77,4;11;1558,5;21,0000;560,0000;1.751.356,6317;-967.528,1040;-587.071,0908;62,95;2.485.461,7722;1.732.210,6806;589.493,4356;1.965.411,3668;49.671,5235;1.448.212,8917;994.219,5651;1.023.603,2348;-708.295,7770;1.302.726,3071;0,91;0,36;-740.757,0129;-492.907,2822;1.605.986,3864;463.626,4189;-372.353,7507;462.075,7350;315,29;1.320.599,8898;581.154,6670;1.747.760,6067;784.238,2547;-790.884,4181;484.915,6826;55,16;182,56;2.311.092,1992;1.480.778,1039;2.385.133,7234;1.596.154,0647
77,45;11;1559,5;256,0000;1.950,0000;2.087.417,6833;-663.359,1182;892.819,1463;333,95;992.554,4898;-85.466,8064;-721.747,7395;-452.089,0826;577.807,8156;2.285.373,2356;-395.958,3154;41.089,0064;1.566.932,4878;1.627.987,8778;0,37;0,96;1.671.858,3196;2.423.253,7695;-855.988,7839;1.630.391,2572;-536.909,0479;1.558.940,8259;220,03;17.127,4374;1.442.472,7291;587.388,9125;2.196.843,1042;1.448.178,0172;584.553,8418;79,31;127,03;491.451,6485;1.959.373,1217;296.587,8164;204.024,5984
77,5;11;1560,5;41,0000;2.684,0000;2.059.051,7683;1.723.441,7228;2.077.843,8841;260,48;82.475,6325;1.042.409,6697;2.076.696,9507;-891.481,3731;-341.490,8736;2.471.232,6283;2.012.337,4470;2.223.774,8181;2.147.974,6292;-609.186,2908;0,54;0,66;-317.392,2164;-724.587,6830;-651.486,4626;2.428.907,9652;1.558.550,3712;215.049,4416;303,36;827.719,0850;-789.166,9155;1.601.049,5772;-634.743,4776;-795.854,5546;2.225.329,7371;112,14;132,48;-878.505,1237;1.803.952,8703;1.348.520,7715;1.709.154,6381
77,55;11;1561,5;331,0000;6.584,0000;325.635,1425;115.695,3428;-830.309,6386;251,09;1.844.771,5844;888.632,7109;543.152,2174;-917.120,4532;1.863.567,3399;-737.226,1945;1.979.606,2770;94.489,6119;382.626,4275;1.921.911,4970;0,85;0,08;589.609,9051;1.710.756,5070;1.388.190,3982;-178.004,0825;2.144.291,5391;496.528,6325;344,06;2.384.625,8475;746.587,3665;1.703.206,6721;1.375.554,8999;1.500.694,3220;85.069,4842;86,79;83,61;-897.040,5333;406.502,3044;-88.590,8409;740.080,6371
77,6;11;1562,5;92,0000;4.639,0000;1.503.974,7097;41.762,3660;1.448.488,0847;309,17;-855.975,0407;726.059,3340;276.516,3537;1.558.604,2637;-55.068,2990;682.186,7906;-679.766,9762;-580.786,5845;1.384.337,5990;-531.603,6433;0,55;0,54;335.432,0679;1.366.060,3526;2.029.636,9512;-233.585,6096;-101.319,5839;2.240.546,3943;42,48;1.723.764,4364;2.219.438,4550;1.830.586,1912;-37.429,0421;-233.823,8057;1.670.654,1836;194,36;30,42;-307.503,3103;-462.016,1661;1.044.503,7803;564.439,8270
77,65;11;1563,5;327,0000;2.637,0000;2.279.514,6867;-91.104,3461;2.404.874,5667;243,07;1.438.898,1578;1.244.599,8960;1.665.659,0060;1.453.509,0036;-32.894,2663;316.018,5066;-640.822,8005;1.293.677,2940;393.323,7528;535.763,5117;0,24;0,62;1.012.317,0199;-982.895,4425;2.210.001,7769;-651.879,7950;-550.674,3818;-790.971,1162;264,11;14.555,1955;1.672.051,2762;2.138.999,1384;314.958,3839;735.735,8209;117.567,2866;69,88;317,61;1.210.907,9178;684.154,4884;1.521.287,2699;2.042.288,6216
77,7;11;1564,5;200,0000;3.530,0000;1.651.320,2265;-497.609,5867;1.956.965,5309;93,82;930.965,9203;1.200.132,6610;33.597,9878;333.663,3791;1.377.242,4940;2.468.987,4756;-322.293,7104;2.370.231,6444;-978.471,8781;-853.392,7746;0,78;0,30;1.926.777,3618;162.000,2846;415.244,4684;674.842,1868;-637.085,8561;8.559,6639;211,84;620.255,2347;-435.458,7394;2.192.076,9117;1.280.964,5267;1.515.301,8062;190.317,2654;339,04;63,62;-124.252,4754;1.815.916,5014;-645.754,3261;1.327.224,2724
77,75;11;1565,5;13,0000;5.881,0000;979.433,4806;1.500.467,0235;-136.475,5186;66,21;835.514,4700;1.898.185,2223;479.352,3170;-667.720,5821;2.090.342,0708;1.482.825,8937;-934.435,8461;1.576.033,7579;671.081,3291;733.438,0501;0,07;0,03;1.773.862,3954;1.451.835,3025;82.960,0816;1.379.223,5785;815.403,8246;-566.965,0556;310,32;1.893.663,2472;1.140.831,9014;2.435.241,9565;-918.824,2655;730.156,7890;1.439.572,4069;5,67;19,65;2.180.618,5362;2.189.629,8868;-833.357,3989;395.512,0628
77,8;11;1566,5;129,0000;2.342,0000;-345.716,8186;-548.217,7933;573.371,0518;292,44;519.321,5211;1.874.818,9782;1.606.592,2620;15.741,6556;608.715,6496;1.044.890,7514;1.429.715,9752;193.674,6733;-904.544,6462;830.245,8437;0,69;0,51;1.827.989,8458;2.217.512,9923;186.116,9212;1.010.755,7420;-229.791,8102;1.123.143,4833;328,53;714.051,1516;574.122,6258;1.903.921,6872;1.158.529,8814;2.157.552,4516;652.253,2944;307,00;323,61;1.648.153,6954;-174.054,8859;952.782,0795;1.127.843,5370
77,85;11;1567,5;290,0000;1.254,0000;2.255.825,5935;1.703.243,1356;1.478.304,4403;69,65;312.438,3465;1.788.806,8212;-719.841,2623;-682.628,3255;887.156,2991;1.024.864,4612;-55.431,8480;2.483.427,6231;160.303,1833;1.842.371,2584;0,22;0,02;81.784,0280;276.208,5401;189.464,1892;777.413,1548;948.190,8628;1.320.888,9432;229,33;-254.426,9617;122.915,8610;912.181,7098;-119.047,2181;-740.015,8939;1.219.615,4270;171,10;125,13;820.088,3981;-118.042,4565;138.676,8104;-467.899,5742
77,9;11;1568,5;80,0000;5.645,0000;795.411,2310;-143.959,4455;1.411.064,8627;251,35;2.461.505,6910;-900.216,9958;-951.639,5688;469.469,5261;388.622,2397;162.281,4302;1.410.208,1552;877.004,4821;834.194,6959;600.450,6375;0,64;0,53;-555.353,2329;-922.766,1859;-302.400,8905;1.529.734,6915;736.315,3900;415.630,2589;224,13;-856.828,4230;-666.002,5829;1.043.114,1960;1.155.037,6553;1.401.650,2396;721.511,0173;185,17;270,73;1.636.913,7426;1.868.171,8279;1.874.267,2049;500.442,7435
77,95;11;1569,5;146,0000;1.534,0000;849.087,9101;569.190,9056;2.374.022,3918;27,65;1.306.984,2361;1.613.781,5131;1.276.743,5710;880.739,6681;2.099.162,4962;1.826.107,4431;1.582.277,6369;1.749.749,2478;620.774,7535;-134.421,7584;0,20;0,84;1.972.262,8210;-728.453,5163;614.679,2843;2.434.732,0171;2.110.292,0186;-208.511,3143;157,36;2.443.293,6300;477.025,2824;1.260.589,2380;559.034,5869;-878.242,3496;782.530,3982;138,29;339,37;1.131.958,3962;474.557,2190;-902.103,1030;1.469.459,6689
78;11;1570,5;200,0000;5.001,0000;1.052.598,3223;776.658,2888;2.392.387,1485;283,73;621.421,6162;1.034.321,0538;2.475.692,1910;1.939.546,1052;1.891.613,6469;30.202,7395;1.677.474,2560;2.387.248,3922;-244.932,2853;-522.294,5871;0,03;0,35;199.270,8480;-466.962,9125;340.712,2027;135.272,5824;-862.978,3297;-823.546,9010;273,53;-17.167,1937;160.083,4962;-417.690,1904;-846.247,3253;-361.153,8745;1.399.571,5853;284,71;134,65;-239.146,3223;1.235.107,1297;540.879,5938;-207.753,5250
